4851718,0,11
4851718,1,11
4853011,2,11
4853119,0,6
4853647,1,6
4854849,2,6
4854959,0,0
4854959,1,0
4856080,2,0
4856189,0,12
4856749,1,12
4857501,2,12
4857612,0,0
4857612,1,0
4858456,2,0
4858565,0,4
4858565,1,4
4859981,2,4
4860089,0,10
4860089,1,10
4861291,2,10
4861400,0,11
4861400,1,11
4862258,2,11
4862368,0,9
4864620,1,9
4865525,2,9
4865634,0,9
4868379,1,9
4869035,2,9
4869144,0,11
4869144,1,11
4869787,2,11
4869894,0,14
4869894,1,14
4870410,2,14
4870519,0,5
4870519,1,5
4871866,2,5
4871975,0,1
4871975,1,1
4872537,2,1
4872645,0,5
4874420,1,5
4875422,2,5
