4851953,0,6
4852999,1,6
4853650,2,6
4853759,0,14
4854290,1,14
4855351,2,14
4855459,0,14
4857207,1,14
4858380,2,14
4858490,0,5
4858490,1,5
4859392,2,5
4859502,0,10
4859502,1,10
4860015,2,10
4860123,0,6
4860123,1,6
4861030,2,6
4861138,0,6
4861138,1,6
4862604,2,6
4862715,0,9
4865528,1,9
4866887,2,9
4866997,0,11
4867743,1,11
4869132,2,11
4869241,0,2
4869241,1,2
4870569,2,2
4870677,0,14
4870677,1,14
4871667,2,14
4871776,0,5
4873133,1,5
4874423,2,5
4874533,0,8
4875362,1,8
4876364,2,8
4876475,0,10
4876475,1,10
4877084,2,10
4877193,0,6
4877193,1,6
4878367,2,6
