4851796,0,0
4851796,1,0
4853106,2,0
4853213,0,7
4853213,1,7
4854147,2,7
4854257,0,9
4854257,1,9
4855072,2,9
4855181,0,11
4855181,1,11
4856348,2,11
4856455,0,10
4856455,1,10
4857222,2,10
4857333,0,1
4857333,1,1
4857989,2,1
4858099,0,0
4858099,1,0
4859578,2,0
4859687,0,4
4859687,1,4
4860983,2,4
4861092,0,13
4861092,1,13
4862277,2,13
4862386,0,5
4862557,1,5
4863248,2,5
4863359,0,6
4863359,1,6
4864230,2,6
4864342,0,14
4864342,1,14
4865528,2,14
4865637,0,11
4865637,1,11
4866388,2,11
4866497,0,4
4866497,1,4
4867151,2,4
4867259,0,12
4867259,1,12
4868117,2,12
