4578296,0,13
4578800,1,13
4579612,2,13
4579720,0,12
4579830,1,12
4580468,2,12
4580579,0,0
4580579,1,0
4581460,2,0
4581569,0,8
4581569,1,8
4582117,2,8
4582227,0,13
4583154,1,13
4584590,2,13
4584700,0,10
4584700,1,10
4585682,2,10
4585792,0,8
4588381,1,8
4588897,2,8
4589005,0,5
4589790,1,5
4591195,2,5
4591303,0,2
4591303,1,2
4592269,2,2
4592377,0,13
4592377,1,13
4593374,2,13
4593483,0,5
4593483,1,5
4594575,2,5
4594684,0,15
4594684,1,15
4595559,2,15
4595668,0,15
4595668,1,15
4596249,2,15
4596358,0,1
4596672,1,1
4597254,2,1
4597365,0,2
4599601,1,2
4600103,2,2
4600211,0,11
4600211,1,11
4601244,2,11
4601352,0,11
4601352,1,11
4602226,2,11
4602335,0,6
4602740,1,6
4603381,2,6
4603490,0,2
4603490,1,2
4604899,2,2
4605008,0,4
4605008,1,4
4605540,2,4
4605649,0,1
4605649,1,1
4607039,2,1
4607150,0,1
4608617,1,1
4609585,2,1
4609696,0,9
4610475,1,9
4611058,2,9
4611167,0,8
4611167,1,8
4611931,2,8
4612040,0,1
4612417,1,1
4613775,2,1
4613885,0,9
4613885,1,9
4614413,2,9
4614523,0,1
4615991,1,1
4617251,2,1
4617361,0,9
4617361,1,9
4618832,2,9
4618939,0,14
4620724,1,14
4621943,2,14
4622052,0,10
4622644,1,10
4624140,2,10
4624249,0,6
4624249,1,6
4624921,2,6
4625030,0,13
4626746,1,13
4627324,2,13
4627433,0,15
4627433,1,15
4628306,2,15
4628416,0,5
4628447,1,5
4629536,2,5
4629646,0,10
4629646,1,10
4630412,2,10
4630522,0,14
4630568,1,14
4631383,2,14
4631492,0,14
4632699,1,14
4634212,2,14
4634320,0,14
4634320,1,14
4635323,2,14
4635431,0,3
4635431,1,3
4636444,2,3
4636553,0,10
4636553,1,10
4637458,2,10
4637567,0,11
4640333,1,11
4641678,2,11
4641787,0,12
4641787,1,12
4642852,2,12
4642962,0,8
4643852,1,8
4645067,2,8
4645175,0,4
4645702,1,4
4646845,2,4
4646954,0,10
4646954,1,10
4648154,2,10
4648263,0,13
4649725,1,13
4650758,2,13
4650868,0,7
4652571,1,7
4653416,2,7
4653525,0,2
4653541,1,2
4654602,2,2
4654711,0,0
4654711,1,0
4655773,2,0
4655884,0,0
4655884,1,0
4657241,2,0
