4578265,0,10
4578265,1,10
4578790,2,10
4578901,0,12
4578963,1,12
4579836,2,12
4579944,0,13
4581842,1,13
4583160,2,13
4583271,0,8
4583271,1,8
4584206,2,8
4584315,0,6
4584315,1,6
4585015,2,6
4585125,0,8
4587079,1,8
4588387,2,8
4588498,0,14
4588498,1,14
4589481,2,14
4589591,0,3
4589654,1,3
4590872,2,3
4590981,0,8
4591263,1,8
4592321,2,8
4592432,0,1
4592432,1,1
4593085,2,1
4593194,0,4
4594316,1,4
4594876,2,4
4594985,0,4
4595829,1,4
4596882,2,4
4596991,0,3
4597917,1,3
4598966,2,3
4599076,0,5
4599311,1,5
4600546,2,5
4600657,0,12
4601623,1,12
4602341,2,12
4602450,0,0
4604108,1,0
4605453,2,0
4605561,0,15
4606656,1,15
4607985,2,15
4608093,0,2
4608093,1,2
4609247,2,2
4609356,0,8
4609356,1,8
4610078,2,8
4610186,0,2
4610451,1,2
4611189,2,2
4611297,0,5
4612799,1,5
4613485,2,5
4613595,0,14
4616604,1,14
4617257,2,14
4617367,0,11
4618337,1,11
4619197,2,11
4619305,0,8
4619305,1,8
4620589,2,8
4620699,0,7
4621793,1,7
4622990,2,7
4623099,0,1
4624332,1,1
4624864,2,1
4624974,0,1
4624974,1,1
4626208,2,1
4626317,0,3
4628406,1,3
4629262,2,3
4629371,0,5
4629542,1,5
4630277,2,5
4630386,0,5
4630386,1,5
4631700,2,5
4631808,0,5
4633329,1,5
4634141,2,5
4634249,0,11
4634939,1,11
4636109,2,11
4636218,0,9
4636218,1,9
4636998,2,9
4637108,0,13
4638138,1,13
4639248,2,13
4639359,0,9
4643219,1,9
4643858,2,9
4643966,0,9
4646225,1,9
4647350,2,9
4647460,0,12
4648642,1,12
4649622,2,12
4649731,0,11
4649731,1,11
4650795,2,11
4650905,0,2
4651030,1,2
4652435,2,2
4652545,0,11
4652545,1,11
4653671,2,11
4653779,0,15
4653779,1,15
4654640,2,15
4654748,0,8
4656326,1,8
4657387,2,8
4657497,0,8
4658124,1,8
4659358,2,8
4659467,0,4
4659467,1,4
4660748,2,4
4660859,0,3
4660859,1,3
4661722,2,3
4661829,0,0
4661829,1,0
4662985,2,0
4663093,0,10
4663093,1,10
4664157,2,10
4664268,0,10
4664268,1,10
4664879,2,10
4664988,0,1
4664988,1,1
4666074,2,1
4666183,0,3
4666697,1,3
4667874,2,3
