546562,0,-1
547849,1,3
548773,2,3
548885,0,-1
548885,1,14
549982,2,14
550093,0,-1
550093,1,7
551449,2,7
551561,0,-1
551561,1,0
552071,2,0
552183,0,-1
552326,1,3
553757,2,3
553868,0,-1
553964,1,12
555358,2,12
555470,0,-1
555533,1,9
556996,2,9
557110,0,-1
557110,1,15
557664,2,15
557778,0,-1
557778,1,3
558856,2,3
558967,0,-1
558967,1,6
559842,2,6
559954,0,-1
560273,1,1
561735,2,1
561846,0,-1
561973,1,0
562620,2,0
562731,0,-1
562731,1,15
563299,2,15
563409,0,-1
563852,1,12
564966,2,12
565077,0,-1
565140,1,6
566363,2,6
