546656,0,-1
546656,1,8
547683,2,8
547794,0,-1
547794,1,14
548814,2,14
548925,0,-1
548941,1,6
549689,2,6
549800,0,-1
549975,1,14
550641,2,14
550752,0,-1
550752,1,13
551306,2,13
551410,0,-1
551538,1,5
552590,2,5
552700,0,-1
552939,1,12
553957,2,12
554068,0,-1
554068,1,9
555526,2,9
555637,0,-1
556874,1,4
558129,2,4
558242,0,-1
558437,1,13
559087,2,13
559199,0,-1
559231,1,8
559963,2,8
560074,0,-1
560074,1,13
561538,2,13
561649,0,-1
561744,1,1
562376,2,1
562487,0,-1
562487,1,12
563829,2,12
563940,0,-1
563940,1,4
564880,2,4
